age,education_years,hours_per_week,occupation,marital,sex,income_high
64,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
62,14,40,Education/Legal/Arts/Social,Married,1,1
27,12,40,Service (food/clean/care/protective),Never married,1,0
29,13,65,Sales,Married,1,1
39,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
41,14,45,Management/Business/Finance,Never married,0,1
28,18,40,Computing/Engineering/Science,Never married,0,0
24,16,50,Computing/Engineering/Science,Never married,1,1
31,3,26,Blue-collar (build/repair/prod/transport),Never married,0,0
25,14,40,Sales,Never married,0,0
55,0,40,Sales,Divorced,1,0
31,12,24,Healthcare,Never married,0,0
49,6,40,Service (food/clean/care/protective),Married,0,0
39,10,45,Healthcare,Never married,0,0
23,16,45,Education/Legal/Arts/Social,Never married,0,0
19,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
39,16,38,Healthcare,Never married,0,1
49,16,55,Sales,Married,0,1
46,18,24,Healthcare,Married,0,1
62,12,40,Office & Admin,Married,0,0
56,21,40,Computing/Engineering/Science,Married,1,1
21,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
70,14,12,Education/Legal/Arts/Social,Married,0,0
59,16,40,Management/Business/Finance,Married,1,1
27,18,45,Management/Business/Finance,Married,0,1
47,13,40,Blue-collar (build/repair/prod/transport),Divorced,1,1
49,16,40,Education/Legal/Arts/Social,Married,1,0
34,16,40,Education/Legal/Arts/Social,Married,1,0
60,18,40,Education/Legal/Arts/Social,Divorced,0,1
33,0,50,Blue-collar (build/repair/prod/transport),Separated,1,0
58,14,35,Service (food/clean/care/protective),Never married,1,0
48,16,60,Healthcare,Never married,0,0
75,16,15,Management/Business/Finance,Married,1,1
19,14,15,Education/Legal/Arts/Social,Never married,0,0
61,18,42,Computing/Engineering/Science,Divorced,0,1
43,14,40,Education/Legal/Arts/Social,Divorced,0,1
30,14,25,Healthcare,Never married,0,0
32,14,60,Education/Legal/Arts/Social,Married,1,1
30,13,40,Service (food/clean/care/protective),Never married,0,0
49,16,45,Office & Admin,Married,1,0
52,21,40,Service (food/clean/care/protective),Married,1,1
49,13,20,Healthcare,Separated,0,0
36,16,40,Computing/Engineering/Science,Married,0,1
29,12,40,Office & Admin,Divorced,0,0
51,14,3,Healthcare,Married,0,0
65,19,1,Education/Legal/Arts/Social,Married,1,0
63,14,30,Blue-collar (build/repair/prod/transport),Married,1,1
40,12,30,Education/Legal/Arts/Social,Married,1,0
28,12,48,Education/Legal/Arts/Social,Never married,1,1
53,14,40,Office & Admin,Never married,0,0
25,16,45,Management/Business/Finance,Never married,1,0
28,13,25,Sales,Married,0,1
38,18,40,Computing/Engineering/Science,Married,1,1
27,14,28,Sales,Married,1,0
59,11,10,Blue-collar (build/repair/prod/transport),Divorced,1,0
62,18,50,Education/Legal/Arts/Social,Married,1,1
35,12,80,Sales,Never married,1,1
19,12,40,Education/Legal/Arts/Social,Never married,1,0
49,18,3,Education/Legal/Arts/Social,Married,0,0
20,14,25,Blue-collar (build/repair/prod/transport),Never married,1,0
42,14,38,Blue-collar (build/repair/prod/transport),Married,0,0
74,19,20,Computing/Engineering/Science,Divorced,0,0
55,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
65,18,40,Management/Business/Finance,Married,1,1
35,14,40,Education/Legal/Arts/Social,Divorced,0,0
39,16,40,Sales,Married,0,0
84,12,40,Healthcare,Married,1,0
50,18,36,Education/Legal/Arts/Social,Never married,0,1
26,16,38,Healthcare,Never married,0,1
30,13,40,Sales,Never married,0,0
49,18,40,Management/Business/Finance,Married,0,1
68,18,40,Computing/Engineering/Science,Married,1,1
56,14,12,Office & Admin,Married,0,0
38,9,40,Blue-collar (build/repair/prod/transport),Never married,1,0
54,16,40,Sales,Married,1,1
38,18,42,Computing/Engineering/Science,Married,1,1
26,11,60,Sales,Married,1,0
23,6,40,Blue-collar (build/repair/prod/transport),Never married,1,0
45,16,40,Education/Legal/Arts/Social,Married,0,1
65,16,50,Sales,Married,1,1
67,14,50,Office & Admin,Divorced,1,1
43,12,30,Service (food/clean/care/protective),Married,0,0
38,14,50,Management/Business/Finance,Married,0,0
34,16,15,Education/Legal/Arts/Social,Never married,0,0
39,19,50,Education/Legal/Arts/Social,Married,1,1
67,14,32,Service (food/clean/care/protective),Separated,0,0
58,14,40,Blue-collar (build/repair/prod/transport),Divorced,0,1
66,19,45,Education/Legal/Arts/Social,Married,1,1
19,12,7,Service (food/clean/care/protective),Never married,0,0
24,16,50,Office & Admin,Never married,1,1
58,14,30,Blue-collar (build/repair/prod/transport),Divorced,1,0
44,16,40,Computing/Engineering/Science,Married,1,1
35,14,45,Sales,Married,1,0
63,12,45,Blue-collar (build/repair/prod/transport),Married,1,0
64,14,30,Sales,Married,0,0
59,18,40,Education/Legal/Arts/Social,Married,0,1
56,0,5,Blue-collar (build/repair/prod/transport),Married,0,0
32,19,60,Healthcare,Never married,0,0
59,16,48,Healthcare,Married,0,0
57,16,20,Management/Business/Finance,Married,1,1
30,12,25,Service (food/clean/care/protective),Married,0,0
39,14,45,Office & Admin,Married,1,1
37,13,16,Blue-collar (build/repair/prod/transport),Separated,0,0
60,0,50,Blue-collar (build/repair/prod/transport),Married,1,0
61,14,6,Management/Business/Finance,Married,0,0
56,18,40,Healthcare,Married,0,1
42,16,30,Healthcare,Married,0,0
54,12,8,Healthcare,Separated,0,0
28,14,40,Service (food/clean/care/protective),Never married,0,0
67,12,39,Service (food/clean/care/protective),Married,1,0
49,18,40,Education/Legal/Arts/Social,Married,0,1
61,3,30,Blue-collar (build/repair/prod/transport),Married,0,0
53,14,20,Management/Business/Finance,Married,0,0
47,11,40,Healthcare,Married,0,0
35,16,40,Healthcare,Married,0,1
34,18,5,Management/Business/Finance,Married,0,0
21,14,20,Sales,Never married,0,0
57,16,40,Computing/Engineering/Science,Never married,1,0
42,9,45,Blue-collar (build/repair/prod/transport),Married,1,0
55,18,45,Education/Legal/Arts/Social,Married,1,1
64,13,24,Healthcare,Widowed,0,0
33,12,32,Computing/Engineering/Science,Divorced,0,0
56,14,40,Blue-collar (build/repair/prod/transport),Married,0,1
37,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
33,12,10,Sales,Divorced,1,0
47,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
43,19,40,Education/Legal/Arts/Social,Married,0,1
46,19,50,Education/Legal/Arts/Social,Married,1,1
28,16,27,Service (food/clean/care/protective),Married,0,0
33,14,50,Blue-collar (build/repair/prod/transport),Married,1,0
66,16,36,Healthcare,Married,0,1
55,0,40,Sales,Married,0,0
46,12,40,Healthcare,Married,0,0
46,14,40,Healthcare,Never married,0,1
30,16,50,Management/Business/Finance,Never married,1,1
59,13,60,Office & Admin,Married,0,1
33,14,40,Healthcare,Married,0,0
36,21,40,Computing/Engineering/Science,Married,1,1
57,12,50,Healthcare,Married,0,0
33,14,40,Education/Legal/Arts/Social,Married,0,0
73,18,45,Management/Business/Finance,Married,1,1
30,11,40,Service (food/clean/care/protective),Never married,1,0
66,14,45,Computing/Engineering/Science,Married,1,1
60,13,50,Management/Business/Finance,Married,1,1
69,5,20,Service (food/clean/care/protective),Widowed,0,0
56,0,45,Blue-collar (build/repair/prod/transport),Married,0,0
49,14,40,Sales,Married,1,1
49,11,12,Service (food/clean/care/protective),Married,0,0
19,14,8,Service (food/clean/care/protective),Never married,0,0
27,19,80,Healthcare,Never married,0,1
18,14,20,Sales,Never married,1,0
62,12,25,Sales,Married,1,0
27,8,40,Blue-collar (build/repair/prod/transport),Never married,1,0
44,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
57,12,40,Management/Business/Finance,Widowed,0,1
62,16,40,Healthcare,Married,0,0
44,14,40,Office & Admin,Married,0,0
58,16,25,Blue-collar (build/repair/prod/transport),Married,1,0
28,11,28,Service (food/clean/care/protective),Never married,0,0
54,14,40,Blue-collar (build/repair/prod/transport),Married,0,0
40,14,50,Management/Business/Finance,Never married,0,1
37,16,45,Management/Business/Finance,Married,0,0
78,16,9,Education/Legal/Arts/Social,Married,0,1
40,16,20,Education/Legal/Arts/Social,Never married,0,0
63,14,10,Education/Legal/Arts/Social,Married,0,0
70,14,40,Computing/Engineering/Science,Married,1,1
57,11,30,Service (food/clean/care/protective),Never married,1,0
37,14,60,Blue-collar (build/repair/prod/transport),Married,1,1
26,16,17,Service (food/clean/care/protective),Never married,0,0
18,11,20,Service (food/clean/care/protective),Never married,1,0
21,14,50,Service (food/clean/care/protective),Never married,1,0
37,13,48,Blue-collar (build/repair/prod/transport),Never married,1,1
31,16,48,Management/Business/Finance,Married,0,1
33,11,40,Office & Admin,Married,0,0
46,16,24,Education/Legal/Arts/Social,Married,0,0
31,16,40,Computing/Engineering/Science,Never married,1,0
54,12,12,Healthcare,Married,0,0
38,0,40,Sales,Married,0,0
65,12,50,Service (food/clean/care/protective),Married,1,0
45,14,40,Education/Legal/Arts/Social,Divorced,0,0
25,16,50,Sales,Never married,0,1
45,12,40,Blue-collar (build/repair/prod/transport),Never married,0,0
56,14,7,Service (food/clean/care/protective),Married,0,0
23,12,40,Office & Admin,Never married,0,0
34,14,18,Healthcare,Married,1,0
34,12,40,Sales,Never married,1,0
60,14,40,Computing/Engineering/Science,Married,1,1
36,16,40,Education/Legal/Arts/Social,Married,0,1
62,16,40,Management/Business/Finance,Widowed,0,1
55,14,40,Education/Legal/Arts/Social,Divorced,0,0
46,9,40,Management/Business/Finance,Married,1,0
24,16,20,Sales,Never married,0,0
35,16,46,Computing/Engineering/Science,Married,0,1
50,12,50,Office & Admin,Married,1,0
39,14,38,Office & Admin,Divorced,0,0
21,14,40,Office & Admin,Never married,1,0
56,14,40,Computing/Engineering/Science,Married,0,1
55,18,8,Sales,Married,1,1
18,11,30,Service (food/clean/care/protective),Never married,0,0
18,11,14,Service (food/clean/care/protective),Never married,1,0
55,14,20,Office & Admin,Married,0,0
69,13,56,Sales,Married,1,0
23,14,31,Sales,Never married,0,0
60,14,40,Healthcare,Divorced,1,1
65,14,35,Sales,Separated,0,1
49,14,50,Management/Business/Finance,Married,1,1
62,12,15,Blue-collar (build/repair/prod/transport),Married,1,0
31,12,40,Blue-collar (build/repair/prod/transport),Never married,1,1
25,16,40,Management/Business/Finance,Never married,1,1
53,16,40,Management/Business/Finance,Married,1,1
50,21,50,Sales,Married,1,1
74,16,40,Healthcare,Married,0,0
56,18,50,Computing/Engineering/Science,Married,1,1
57,16,27,Sales,Divorced,1,0
21,11,40,Blue-collar (build/repair/prod/transport),Never married,0,0
25,16,80,Sales,Never married,1,1
46,12,40,Office & Admin,Married,1,0
39,0,50,Blue-collar (build/repair/prod/transport),Married,1,1
31,12,40,Service (food/clean/care/protective),Divorced,1,0
39,11,40,Blue-collar (build/repair/prod/transport),Never married,0,0
55,14,40,Blue-collar (build/repair/prod/transport),Divorced,1,1
28,13,45,Management/Business/Finance,Never married,1,0
60,13,45,Management/Business/Finance,Never married,1,1
25,14,40,Computing/Engineering/Science,Never married,1,1
36,11,40,Blue-collar (build/repair/prod/transport),Married,0,0
24,12,40,Service (food/clean/care/protective),Never married,1,0
45,12,50,Blue-collar (build/repair/prod/transport),Married,1,0
41,18,50,Management/Business/Finance,Married,1,1
74,16,32,Healthcare,Divorced,0,1
21,14,12,Service (food/clean/care/protective),Never married,0,0
59,14,48,Service (food/clean/care/protective),Married,0,0
53,10,58,Blue-collar (build/repair/prod/transport),Married,1,0
44,16,18,Education/Legal/Arts/Social,Separated,0,0
58,0,40,Blue-collar (build/repair/prod/transport),Married,0,0
50,16,45,Healthcare,Married,0,1
70,16,20,Sales,Married,1,0
19,14,25,Service (food/clean/care/protective),Never married,1,0
28,13,40,Blue-collar (build/repair/prod/transport),Divorced,0,0
25,11,30,Blue-collar (build/repair/prod/transport),Never married,1,0
61,16,45,Office & Admin,Married,0,1
34,16,40,Management/Business/Finance,Married,0,0
26,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
45,12,40,Healthcare,Married,0,0
34,18,45,Management/Business/Finance,Married,1,1
50,14,45,Blue-collar (build/repair/prod/transport),Married,1,1
47,14,30,Service (food/clean/care/protective),Married,0,0
31,16,40,Management/Business/Finance,Never married,1,1
54,16,40,Education/Legal/Arts/Social,Married,0,1
50,6,36,Blue-collar (build/repair/prod/transport),Married,1,0
31,14,40,Service (food/clean/care/protective),Married,1,0
49,16,17,Service (food/clean/care/protective),Married,0,0
57,14,50,Management/Business/Finance,Married,1,1
28,16,40,Education/Legal/Arts/Social,Never married,1,0
21,12,20,Sales,Never married,0,0
46,14,40,Management/Business/Finance,Divorced,0,0
29,16,40,Service (food/clean/care/protective),Never married,1,0
34,12,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
62,16,36,Healthcare,Divorced,0,1
59,19,15,Healthcare,Married,0,0
33,16,40,Office & Admin,Never married,0,0
54,16,40,Computing/Engineering/Science,Divorced,0,1
43,12,40,Service (food/clean/care/protective),Married,1,0
48,16,40,Healthcare,Separated,0,0
50,12,65,Blue-collar (build/repair/prod/transport),Married,1,0
32,11,40,Blue-collar (build/repair/prod/transport),Never married,0,0
28,13,20,Blue-collar (build/repair/prod/transport),Never married,1,0
43,14,40,Education/Legal/Arts/Social,Divorced,0,1
35,18,30,Management/Business/Finance,Married,0,0
56,18,40,Education/Legal/Arts/Social,Married,0,1
62,9,15,Sales,Married,1,1
27,16,20,Management/Business/Finance,Never married,0,1
34,0,40,Blue-collar (build/repair/prod/transport),Married,1,0
42,12,20,Office & Admin,Never married,0,0
79,12,32,Education/Legal/Arts/Social,Widowed,0,0
58,18,50,Management/Business/Finance,Married,0,1
32,14,15,Service (food/clean/care/protective),Married,0,0
20,14,30,Blue-collar (build/repair/prod/transport),Never married,0,0
38,14,55,Blue-collar (build/repair/prod/transport),Married,1,1
50,18,40,Management/Business/Finance,Married,1,1
35,0,40,Office & Admin,Married,1,1
35,16,50,Computing/Engineering/Science,Married,1,1
62,14,30,Healthcare,Never married,0,1
52,14,22,Healthcare,Divorced,0,1
40,13,8,Office & Admin,Never married,0,0
55,14,50,Office & Admin,Divorced,0,0
44,16,40,Service (food/clean/care/protective),Married,1,0
59,0,4,Sales,Never married,0,0
18,12,50,Blue-collar (build/repair/prod/transport),Never married,1,0
67,16,45,Computing/Engineering/Science,Married,1,1
38,2,20,Blue-collar (build/repair/prod/transport),Married,0,0
21,14,45,Management/Business/Finance,Never married,0,0
31,14,8,Blue-collar (build/repair/prod/transport),Married,0,0
34,18,35,Service (food/clean/care/protective),Never married,1,0
34,16,50,Education/Legal/Arts/Social,Never married,0,0
58,3,51,Healthcare,Married,0,0
33,9,40,Service (food/clean/care/protective),Married,0,0
31,16,40,Management/Business/Finance,Never married,1,0
22,14,5,Sales,Never married,0,0
21,12,4,Education/Legal/Arts/Social,Never married,1,0
59,19,40,Office & Admin,Divorced,1,0
41,16,40,Office & Admin,Never married,0,1
40,11,40,Blue-collar (build/repair/prod/transport),Divorced,0,0
23,13,40,Office & Admin,Never married,0,0
38,12,50,Service (food/clean/care/protective),Married,1,0
70,13,10,Management/Business/Finance,Widowed,0,1
61,14,8,Service (food/clean/care/protective),Married,0,0
33,16,17,Healthcare,Married,0,0
32,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
43,12,45,Service (food/clean/care/protective),Married,1,1
24,13,25,Service (food/clean/care/protective),Never married,0,0
38,12,40,Management/Business/Finance,Married,0,1
53,18,40,Management/Business/Finance,Never married,0,1
45,12,45,Service (food/clean/care/protective),Divorced,0,0
43,12,50,Blue-collar (build/repair/prod/transport),Married,1,0
71,12,10,Service (food/clean/care/protective),Widowed,1,0
30,16,40,Service (food/clean/care/protective),Married,1,1
43,19,40,Healthcare,Married,0,0
60,12,40,Management/Business/Finance,Married,1,1
26,16,40,Computing/Engineering/Science,Never married,0,1
29,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
51,11,40,Service (food/clean/care/protective),Married,1,1
36,12,40,Service (food/clean/care/protective),Married,1,0
48,12,40,Office & Admin,Married,1,0
54,0,40,Service (food/clean/care/protective),Widowed,0,0
56,14,9,Office & Admin,Married,1,0
18,13,20,Blue-collar (build/repair/prod/transport),Never married,1,0
42,19,60,Education/Legal/Arts/Social,Married,0,1
50,16,40,Education/Legal/Arts/Social,Separated,0,1
22,14,40,Service (food/clean/care/protective),Never married,1,0
31,14,40,Computing/Engineering/Science,Never married,1,1
49,16,45,Service (food/clean/care/protective),Divorced,1,1
51,14,40,Education/Legal/Arts/Social,Never married,1,0
42,16,43,Management/Business/Finance,Never married,0,1
65,12,10,Service (food/clean/care/protective),Married,0,0
18,12,20,Office & Admin,Never married,1,0
43,14,40,Education/Legal/Arts/Social,Married,0,0
24,0,10,Blue-collar (build/repair/prod/transport),Never married,1,0
23,14,40,Sales,Never married,0,0
59,16,40,Education/Legal/Arts/Social,Married,0,1
40,0,30,Blue-collar (build/repair/prod/transport),Separated,1,0
47,18,30,Management/Business/Finance,Married,1,1
